Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
30	11	2022	7.73125	8.00277777777778	0	3.56
1	12	2022	7.04583333333333	7.34444444444444	0	4.17
2	12	2022	6.60694444444444	6.87083333333333	0	3.5
3	12	2022	7.48680555555556	7.79583333333333	0	4.46
4	12	2022	8.36736111111111	8.69305555555556	0	5.6
5	12	2022	7.72569444444444	8.03333333333333	0	4.02
6	12	2022	7.52916666666667	7.82083333333333	0	3.6
7	12	2022	8.29166666666667	8.60069444444444	0	3.87
8	12	2022	9.12986111111111	9.41527777777778	0	3.51
9	12	2022	7.14861111111111	7.42986111111111	0	1.77
10	12	2022	6.57708333333333	6.78125	2.01510423495477	1.7
11	12	2022	7.31805555555556	7.61388888888889	0.287872033564967	3.14
12	12	2022	6.82986111111111	7.10138888888889	4.17414448669201	1.91
13	12	2022	7.10902777777778	7.32430555555556	0	2.17
14	12	2022	7.96319444444444	8.24513888888889	0	3.24
15	12	2022	8.4625	8.72430555555556	0	2.75
16	12	2022	7.07152777777778	7.31388888888889	21.734338534155	1.63
17	12	2022	6.00625	6.17013888888889	23.6055067523273	1.25
18	12	2022	7.37638888888889	7.60694444444444	0.575744067129933	2.78
19	12	2022	7.56875	7.79166666666667	0.575744067129933	2.29
20	12	2022	6.79097222222222	6.94236111111111	0.43180805034745	1.07
21	12	2022	7.24166666666667	7.41388888888889	8.92403304051396	1.67
22	12	2022	7.16458333333333	7.35486111111111	1.43936016782483	1.57
23	12	2022	8.29166666666667	8.56805555555555	0	2.83
24	12	2022	9.34861111111111	9.62430555555556	0	3.28
25	12	2022	9.16597222222222	9.46944444444444	0	3.46
26	12	2022	7.22083333333333	7.41944444444444	0	1.78
27	12	2022	8.02083333333333	8.28402777777778	0	3.19
28	12	2022	8.14652777777778	8.42222222222222	0	2.56
29	12	2022	7.44166666666667	7.66597222222222	4.03020846990953	1.66
30	12	2022	6.88194444444444	7.06666666666667	9.64371312442638	1.15
31	12	2022	5.94097222222222	6.13819444444444	0	1.19
1	1	2023	5.97638888888889	6.16805555555556	1.00755211747738	1.61
2	1	2023	6.41736111111111	6.63541666666667	0	2.66
3	1	2023	7.40277777777778	7.66805555555556	0	3.21
4	1	2023	7.61319444444444	7.88402777777778	0.43180805034745	2.85
5	1	2023	6.96111111111111	7.14791666666667	0.43180805034745	1.86
6	1	2023	7.275	7.51388888888889	0	3.48
7	1	2023	7.42777777777778	7.73611111111111	0	3.68
8	1	2023	8.08888888888889	8.35486111111111	0	3
9	1	2023	7.39722222222222	7.67708333333333	0	2.3
10	1	2023	6.90833333333333	7.18263888888889	3.4544644027796	2.48
11	1	2023	6.84791666666667	7.13263888888889	0	2.05
12	1	2023	6.65555555555556	6.89722222222222	10.6512652419038	2.21
13	1	2023	8.15347222222222	8.43611111111111	0	3.07
14	1	2023	7.05763888888889	7.35694444444444	0	2.62
15	1	2023	6.30694444444444	6.46736111111111	1.15148813425987	1.18
16	1	2023	6.46111111111111	6.64444444444444	0	1.66
17	1	2023	8.49097222222222	8.75694444444444	0	3.47
18	1	2023	6.77361111111111	6.9375	5.75744067129933	1.16
19	1	2023	5.80555555555556	5.98472222222222	8.34828897338403	1.42
20	1	2023	6.21319444444444	6.38541666666667	0	1.93
21	1	2023	6.82777777777778	7.0625	14.3936016782483	2.44
22	1	2023	6.35555555555556	6.59444444444444	10.3633932083388	1.83
23	1	2023	6.31111111111111	6.54166666666667	6.76499278877671	1.93
24	1	2023	6.90208333333333	7.15833333333333	0	2.37
25	1	2023	7.37222222222222	7.64930555555556	0	2.29
26	1	2023	7.26319444444444	7.47361111111111	4.3180805034745	2.48
27	1	2023	7.60902777777778	7.85138888888889	8.636161006949	2.11
28	1	2023	7.62638888888889	7.82013888888889	0	1.64
29	1	2023	8.67638888888889	8.91736111111111	0	3.07
30	1	2023	9.19166666666667	9.41944444444444	0	3.49
31	1	2023	8.30625	8.56111111111111	0	3.61
1	2	2023	6.37569444444444	6.50069444444444	0	0.94
2	2	2023	7.49652777777778	7.66111111111111	0	1.38
3	2	2023	7.27291666666667	7.45555555555556	0.143936016782483	1.53
4	2	2023	7.28055555555556	7.54097222222222	0	1.76
5	2	2023	7.38888888888889	7.63541666666667	0	2.16
6	2	2023	6.825	7.04861111111111	3.4544644027796	1.28
7	2	2023	7.80902777777778	8.08263888888889	0	3.11
8	2	2023	8.70833333333333	8.96944444444444	0	3.16
9	2	2023	8.42013888888889	8.68680555555556	0	2.65
10	2	2023	8.02916666666667	8.25069444444444	5.75744067129933	2.26
11	2	2023	7.96736111111111	8.21736111111111	2.73478431886718	1.86
12	2	2023	7.5875	7.79305555555556	0.575744067129933	1.8
13	2	2023	7.68541666666667	7.86875	0	1.93
14	2	2023	7.40972222222222	7.63194444444444	11.6588173593811	1.89
15	2	2023	7.02569444444444	7.26666666666667	18.4238101481579	2.14
16	2	2023	7.10902777777778	7.36597222222222	4.74988855382195	3.12
17	2	2023	7.59652777777778	7.85347222222222	0	2.85
18	2	2023	7.92986111111111	8.17361111111111	0.143936016782483	3.1
19	2	2023	7.60277777777778	7.76736111111111	0.143936016782483	1.37
20	2	2023	8.62152777777778	8.87847222222222	1.58329618460732	2.83
21	2	2023	7.4875	7.74861111111111	9.78764914120886	2.04
22	2	2023	7.46666666666667	7.66666666666667	0	2.4
23	2	2023	6.85277777777778	7.07777777777778	7.62860888947161	1.7
24	2	2023	7.83402777777778	8.07638888888889	0	2.32
25	2	2023	8.66805555555556	8.94027777777778	0	3
26	2	2023	7.89236111111111	8.20138888888889	15.1132817621607	2.37
27	2	2023	7.19652777777778	7.44583333333333	4.60595253703946	2.59
28	2	2023	7.18888888888889	7.40763888888889	0	3.26
1	3	2023	7.74305555555556	7.96319444444444	2.73478431886718	2.09
2	3	2023	8.70625	8.96527777777778	5.03776058738691	3.9
3	3	2023	7.87708333333333	8.08541666666667	0	1.99
4	3	2023	8.65625	8.91944444444444	2.15904025173725	2.84
5	3	2023	8.02361111111111	8.23055555555556	0	2
6	3	2023	7.47777777777778	7.65	2.5908483020847	2.5
7	3	2023	7.81041666666667	8.02291666666667	15.5450898125082	2.01
8	3	2023	8.02638888888889	8.28055555555556	0	2.8
9	3	2023	8.11944444444444	8.32777777777778	7.05286482234168	2.1
10	3	2023	5.73958333333333	5.86111111111111	24.9009309033696	0.76
11	3	2023	6.51458333333333	6.69722222222222	8.49222499016651	1.63
12	3	2023	6.33611111111111	6.51319444444444	17.9920020978104	1.71
13	3	2023	6.25625	6.44652777777778	31.9537957257113	1.68
14	3	2023	5.18055555555556	5.3125	0	1.26
15	3	2023	6.21458333333333	6.40208333333333	1.87116821817228	1.89
16	3	2023	5.98541666666667	6.18819444444444	5.46956863773436	1.57
17	3	2023	6.26527777777778	6.51041666666667	0.8636161006949	1.8
18	3	2023	5.86111111111111	6.02569444444444	1.29542415104235	1.41
19	3	2023	6.83125	7.10416666666667	2.44691228530222	2.61
20	3	2023	7.22361111111111	7.47847222222222	0	3.6
21	3	2023	7.48472222222222	7.73263888888889	0	3.31
22	3	2023	8.06736111111111	8.33055555555556	0	3.52
23	3	2023	7.85347222222222	8.14930555555556	0	3.82
24	3	2023	7.52708333333333	7.71041666666667	0	2.24
25	3	2023	6.61736111111111	6.8125	1.7272322013898	1.39
26	3	2023	7.53333333333333	7.73680555555556	0	1.94
27	3	2023	6.99236111111111	7.16944444444444	1.43936016782483	1.29
28	3	2023	7.43472222222222	7.67083333333333	0	2.76
29	3	2023	7.65	7.8875	0	2.19
30	3	2023	7.03055555555556	7.24027777777778	0	1.72
31	3	2023	7.75277777777778	8.00208333333333	0	3.34
1	4	2023	7.17430555555556	7.36388888888889	7.19680083912416	2.68
2	4	2023	7.92013888888889	8.15138888888889	1.58329618460732	2.67
3	4	2023	7.79930555555556	8.01597222222222	0.575744067129933	2.69
4	4	2023	7.86944444444444	8.13194444444444	0	2.62
5	4	2023	7.03402777777778	7.22847222222222	1.58329618460732	1.38
6	4	2023	7.06180555555556	7.25138888888889	0	1.98
7	4	2023	6.98263888888889	7.1875	3.02265635243215	1.38
8	4	2023	6.59583333333333	6.75208333333333	5.90137668808181	1.9
9	4	2023	7.26597222222222	7.44791666666667	0	2.14
10	4	2023	7.45416666666667	7.67361111111111	0	2.53
11	4	2023	7.50555555555556	7.73958333333333	0	2.14
12	4	2023	7.72083333333333	7.96319444444444	0.43180805034745	2.73
13	4	2023	7.62222222222222	7.90555555555556	0.43180805034745	2.76
14	4	2023	8.30902777777778	8.56388888888889	0.143936016782483	2.63
15	4	2023	7.82847222222222	8.07083333333333	12.6663694768585	1.96
16	4	2023	7.52361111111111	7.73680555555556	3.4544644027796	2.3
17	4	2023	6.65	6.79166666666667	0	1.21
18	4	2023	7.40138888888889	7.63680555555556	4.89382457060443	1.65
19	4	2023	8.37083333333333	8.61736111111111	0	2.04
20	4	2023	7.79652777777778	8.00972222222222	0	2.26
21	4	2023	6.29583333333333	6.43958333333333	0	0.73
22	4	2023	8.73402777777778	9.00277777777778	0.143936016782483	2.9
23	4	2023	8.17916666666667	8.44444444444444	0	3.04
24	4	2023	7.97569444444444	8.18055555555556	0.719680083912416	1.92
25	4	2023	7.56041666666667	7.83333333333333	0	2.16
26	4	2023	7.39444444444444	7.65555555555556	0	2.48
27	4	2023	7.82569444444444	8.05486111111111	0	2.54
28	4	2023	7.88194444444444	8.11041666666667	0	2.62
29	4	2023	8.17152777777778	8.42847222222222	0	2.89
30	4	2023	7.94166666666667	8.19375	0.143936016782483	3.05
1	5	2023	7.86597222222222	8.10486111111111	0	2.73
2	5	2023	7.69513888888889	7.96666666666667	0	2.36
3	5	2023	7.55277777777778	7.78680555555556	0	1.85
4	5	2023	8.07083333333333	8.34444444444444	0	2.59
5	5	2023	7.85555555555556	8.09513888888889	0	1.88
6	5	2023	6.75645161290323	6.95967741935484	0	0.48
12	6	2023	8.88461538461539	9.14423076923077	0	2.09
13	6	2023	7.34236111111111	7.58263888888889	0	1.77
14	6	2023	6.98125	7.17152777777778	0.287872033564967	1.23
15	6	2023	7.09930555555556	7.3	0	1.47
16	6	2023	6.64861111111111	6.93888888888889	0	2.2
17	6	2023	5.34097222222222	5.59722222222222	0	1.75
18	6	2023	5.94097222222222	6.20347222222222	0.143936016782483	2.7
19	6	2023	6.61666666666667	6.88541666666667	0	2.96
20	6	2023	7.18402777777778	7.43472222222222	0	3.3
21	6	2023	6.85833333333333	7.12777777777778	0	3
22	6	2023	7.64375	7.91111111111111	0	3.07
23	6	2023	7.48541666666667	7.74027777777778	0	2.82
24	6	2023	7.78333333333333	8.02708333333333	0	3.21
25	6	2023	7.47430555555556	7.74513888888889	0	3.08
26	6	2023	7.27916666666667	7.55069444444444	0	2.85
27	6	2023	7.21388888888889	7.49236111111111	0	3.02
28	6	2023	7.38958333333333	7.66666666666667	0	3.07
29	6	2023	7.03194444444444	7.2625	0	1.87
30	6	2023	6.80763888888889	7.08888888888889	0	2.14
1	7	2023	6.37708333333333	6.65069444444444	0	2.67
2	7	2023	7.18541666666667	7.46111111111111	0	3.38
3	7	2023	8.31458333333333	8.59930555555555	0	3.16
4	7	2023	8.58958333333333	8.88541666666667	0	3.03
5	7	2023	8.93472222222222	9.22291666666667	0	2.85
6	7	2023	8.89930555555556	9.16388888888889	0	2.79
7	7	2023	8.62569444444444	8.91527777777778	0	2.83
8	7	2023	7.66180555555556	7.95555555555556	0	2.61
9	7	2023	6.86111111111111	7.13888888888889	0.287872033564967	1.96
10	7	2023	7.0875	7.38472222222222	0	2.42
11	7	2023	7.74305555555556	8.04861111111111	0	2.75
12	7	2023	8.37291666666667	8.65763888888889	0	2.89
13	7	2023	8.02222222222222	8.30763888888889	0	2.88
14	7	2023	7.89791666666667	8.19305555555556	0	2.86
15	7	2023	6.41527777777778	6.63472222222222	0	1.27
16	7	2023	8.19444444444444	8.48472222222222	0	2.75
17	7	2023	7.00486111111111	7.33680555555556	0	2.8
18	7	2023	6.61805555555556	6.88541666666667	0	2.32
19	7	2023	6.71319444444444	6.91388888888889	0	1.98
20	7	2023	6.66319444444444	6.90347222222222	0	2.24
21	7	2023	7.16666666666667	7.45486111111111	0	2.53
22	7	2023	6.61944444444444	6.91388888888889	0	3.1
23	7	2023	7.14027777777778	7.43194444444444	0	3.48
24	7	2023	6.84722222222222	7.15138888888889	0	2.8
25	7	2023	8.77222222222222	9.05138888888889	0	3.41
26	7	2023	9.15555555555556	9.44722222222222	0	3.37
27	7	2023	8.22013888888889	8.53611111111111	0	2.94
28	7	2023	6.96805555555556	7.2625	0	2.29
29	7	2023	7.15208333333333	7.34791666666667	0	1.89
30	7	2023	7.28611111111111	7.57847222222222	0	1.91
31	7	2023	6.88958333333333	7.17361111111111	0	3.68
1	8	2023	6.75138888888889	7.04166666666667	0	3.91
2	8	2023	6.63055555555556	6.93472222222222	0	3.56
3	8	2023	6.77222222222222	7.09583333333333	0	3.19
4	8	2023	6.53680555555556	6.86458333333333	0	2.74
5	8	2023	6.89583333333333	7.20972222222222	0	2.52
6	8	2023	7.91180555555556	8.23472222222222	0	2.62
7	8	2023	7.40694444444444	7.65694444444444	0	2.33
8	8	2023	7.13263888888889	7.38958333333333	0	2.23
9	8	2023	7.11736111111111	7.38888888888889	0	2.37
10	8	2023	7.08194444444444	7.34375	0	2.92
11	8	2023	7.39861111111111	7.68541666666667	0	2.13
12	8	2023	8.28611111111111	8.62430555555556	0	2.9
13	8	2023	7.21944444444444	7.5	0	1.83
14	8	2023	6.53819444444444	6.76111111111111	2.5908483020847	1.29
15	8	2023	7.34722222222222	7.59722222222222	0	2.07
16	8	2023	8.41527777777778	8.71597222222222	1.00755211747738	2.84
17	8	2023	8.17708333333333	8.46111111111111	0	3.44
18	8	2023	9.52152777777778	9.8	0	3.69
19	8	2023	9.23819444444444	9.56388888888889	0	3.61
20	8	2023	8.90694444444444	9.21666666666667	0	3.58
21	8	2023	9.08263888888889	9.37777777777778	0	3.97
22	8	2023	8.7875	9.06319444444444	0	3.86
23	8	2023	8.05138888888889	8.30625	0	2.84
24	8	2023	8.66388888888889	8.96666666666667	0	3.79
25	8	2023	8.71736111111111	9.05486111111111	0	3.41
26	8	2023	8.17847222222222	8.46388888888889	0	2.98
27	8	2023	7.73194444444444	8.04513888888889	0	2.86
28	8	2023	6.64722222222222	6.90208333333333	0	2.39
29	8	2023	8.36458333333333	8.68402777777778	0	3.4
30	8	2023	8.92222222222222	9.27569444444445	0	3.6
31	8	2023	8.78958333333333	9.10833333333333	0	3.31
1	9	2023	8.30902777777778	8.63611111111111	0	2.87
2	9	2023	8.63611111111111	9.02152777777778	0	3.45
3	9	2023	9.55416666666667	9.89097222222222	0	3.33
4	9	2023	7.63541666666667	7.85694444444444	0.575744067129933	1.64
5	9	2023	6.82916666666667	7.09097222222222	0.143936016782483	1.6
6	9	2023	7.00902777777778	7.26944444444444	0	2.5
7	9	2023	8.25972222222222	8.55069444444444	0	3.57
8	9	2023	8.74791666666667	9.05833333333333	0	3.56
9	9	2023	8.27847222222222	8.575	0	3.96
10	9	2023	7.87638888888889	8.16944444444444	0	3.54
11	9	2023	8.61041666666667	8.91527777777778	0	4.19
12	9	2023	8.64444444444444	8.95	0	3.9
13	9	2023	9.27013888888889	9.59444444444444	0	2.72
14	9	2023	8.09930555555556	8.32569444444444	6.18924872164678	1.9
15	9	2023	7.38819444444444	7.59722222222222	0	1.48
16	9	2023	7.82013888888889	8.10486111111111	0.143936016782483	2.26
17	9	2023	7.92083333333333	8.25138888888889	0	3.28
18	9	2023	8.38541666666667	8.69097222222222	0	3.54
19	9	2023	7.95625	8.26319444444444	0.143936016782483	2.65
20	9	2023	7.93472222222222	8.21527777777778	0	2.9
21	9	2023	7.57638888888889	7.79930555555556	0	2.33
22	9	2023	7.93819444444444	8.27291666666667	0	3.44
23	9	2023	6.78888888888889	7.02777777777778	0	1.6
24	9	2023	8.225	8.54166666666667	0	3.1
25	9	2023	9.18819444444444	9.49861111111111	0	3.85
26	9	2023	10.0923611111111	10.4243055555556	0	2.84
27	9	2023	10.63125	10.9354166666667	0	3.85
28	9	2023	10.8263888888889	11.1590277777778	2.30297626851973	4.49
29	9	2023	9.24791666666667	9.51736111111111	7.91648092303658	3.43
30	9	2023	7.42361111111111	7.57916666666667	0.43180805034745	1.18
1	10	2023	8.69236111111111	8.95555555555556	0	2.59
2	10	2023	10.0944444444444	10.4222222222222	0	3.53
3	10	2023	8.94305555555556	9.20625	0	2.74
4	10	2023	8.94722222222222	9.21388888888889	4.46201652025698	2.53
5	10	2023	8.78402777777778	9.04305555555556	3.02265635243215	2.84
6	10	2023	9.63194444444444	9.92569444444444	9.06796905729645	3.82
7	10	2023	10.4305555555556	10.6763888888889	0	3.23
8	10	2023	9.70069444444444	9.93888888888889	0.143936016782483	2.69
9	10	2023	8.33402777777778	8.56319444444444	23.7494427691097	1.81
10	10	2023	7.52152777777778	7.68611111111111	1.15148813425987	1.52
11	10	2023	8.7986013986014	9.06223776223776	0	3.08
12	10	2023	8.35833333333333	8.65347222222222	0	3.48
13	10	2023	8.73263888888889	8.98541666666667	5.1816966041694	2.99
14	10	2023	7.525	7.73819444444444	2.73478431886718	1.85
15	10	2023	7.53263888888889	7.78263888888889	0	2.55
16	10	2023	7.36944444444444	7.56875	0	1.87
17	10	2023	7.61111111111111	7.83541666666667	0.287872033564967	1.52
18	10	2023	7.47847222222222	7.66041666666667	0	1.63
19	10	2023	7.98958333333333	8.26458333333333	0	3.5
20	10	2023	8.29652777777778	8.59513888888889	1.58329618460732	3.38
21	10	2023	6.74583333333333	6.95277777777778	1.7272322013898	1.84
22	10	2023	8.30347222222222	8.55416666666667	0	3.91
23	10	2023	7.71458333333333	7.94166666666667	0	2.19
24	10	2023	9.30833333333333	9.55763888888889	0	3.52
25	10	2023	8.96180555555556	9.19861111111111	1.7272322013898	2.81
26	10	2023	7.49097222222222	7.66875	7.62860888947161	1.36
27	10	2023	7.69722222222222	7.86875	2.5908483020847	1.81
28	10	2023	6.49305555555556	6.66111111111111	0.143936016782483	1.38
29	10	2023	7.39722222222222	7.63263888888889	0	2.94
30	10	2023	8.54652777777778	8.82986111111111	0	3.06
31	10	2023	7.33194444444444	7.54236111111111	1.00755211747738	1.61
1	11	2023	8.44375	8.67708333333333	0	3.54
2	11	2023	8.4125	8.63958333333333	0	2.54
3	11	2023	9.1125	9.35555555555556	0	2.86
4	11	2023	8.00486111111111	8.19583333333333	0	1.17
5	11	2023	7.16111111111111	7.30555555555556	2.44691228530222	1.2
6	11	2023	8.03402777777778	8.22361111111111	0	2.1
7	11	2023	8.58055555555556	8.82569444444444	1.15148813425987	2.7
8	11	2023	8.43333333333333	8.68194444444445	0	2.86
9	11	2023	8.21944444444444	8.45208333333333	0	2.26
10	11	2023	9.98888888888889	10.28125	0.143936016782483	3.46
11	11	2023	9.03472222222222	9.24097222222222	1.43936016782483	1.89
12	11	2023	9.54513888888889	9.78194444444444	0	2.22
13	11	2023	9.06875	9.30902777777778	1.15148813425987	1.79
14	11	2023	9.20763888888889	9.47708333333333	18.5677461649403	2.8
15	11	2023	7.82777777777778	8.01666666666667	4.46201652025698	1.79
16	11	2023	8.19326923076923	8.50961538461539	2.15904025173725	2.19
17	11	2023	8.14583333333333	8.8	8.49222499016651	2.13
